MM/DD/YYYY,ID,YEAR,MONTH,DAY,PRCP,SNOW
1908-05-12,CA003020702,1908,05,12,0.0,0.0
1908-05-13,CA003020702,1908,05,13,0.0,0.0
1908-05-14,CA003020702,1908,05,14,0.0,0.0
1908-05-15,CA003020702,1908,05,15,0.0,0.0
1908-05-16,CA003020702,1908,05,16,8.0,0.0
1908-05-17,CA003020702,1908,05,17,0.0,0.0
1908-05-18,CA003020702,1908,05,18,0.0,0.0
1908-05-19,CA003020702,1908,05,19,0.0,0.0
1908-05-20,CA003020702,1908,05,20,0.0,0.0
1908-05-21,CA003020702,1908,05,21,0.0,0.0
1908-05-22,CA003020702,1908,05,22,10.0,0.0
1908-05-23,CA003020702,1908,05,23,0.0,0.0
1908-05-24,CA003020702,1908,05,24,109.0,0.0
1908-05-25,CA003020702,1908,05,25,0.0,0.0
1908-05-26,CA003020702,1908,05,26,132.0,0.0
1908-05-27,CA003020702,1908,05,27,81.0,0.0
1908-05-28,CA003020702,1908,05,28,0.0,0.0
1908-05-29,CA003020702,1908,05,29,0.0,0.0
1908-05-30,CA003020702,1908,05,30,74.0,0.0
1908-05-31,CA003020702,1908,05,31,0.0,0.0
1908-06-01,CA003020702,1908,06,1,76.0,0.0
1908-06-02,CA003020702,1908,06,2,0.0,0.0
1908-06-03,CA003020702,1908,06,3,0.0,0.0
1908-06-04,CA003020702,1908,06,4,69.0,0.0
1908-06-05,CA003020702,1908,06,5,122.0,0.0
1908-06-06,CA003020702,1908,06,6,0.0,0.0
1908-06-07,CA003020702,1908,06,7,0.0,0.0
1908-06-08,CA003020702,1908,06,8,0.0,0.0
1908-06-09,CA003020702,1908,06,9,0.0,0.0
1908-06-10,CA003020702,1908,06,10,0.0,0.0
1908-06-11,CA003020702,1908,06,11,0.0,0.0
1908-06-12,CA003020702,1908,06,12,511.0,0.0
1908-06-13,CA003020702,1908,06,13,0.0,0.0
1908-06-14,CA003020702,1908,06,14,0.0,0.0
1908-06-15,CA003020702,1908,06,15,28.0,0.0
1908-06-16,CA003020702,1908,06,16,0.0,0.0
1908-06-17,CA003020702,1908,06,17,0.0,0.0
1908-06-18,CA003020702,1908,06,18,0.0,0.0
1908-06-19,CA003020702,1908,06,19,86.0,0.0
1908-06-20,CA003020702,1908,06,20,46.0,0.0
1908-06-21,CA003020702,1908,06,21,0.0,0.0
1908-06-22,CA003020702,1908,06,22,0.0,0.0
1908-06-23,CA003020702,1908,06,23,0.0,0.0
1908-06-24,CA003020702,1908,06,24,0.0,0.0
1908-06-25,CA003020702,1908,06,25,117.0,0.0
1908-06-26,CA003020702,1908,06,26,241.0,0.0
1908-06-27,CA003020702,1908,06,27,267.0,0.0
1908-06-28,CA003020702,1908,06,28,0.0,0.0
1908-06-29,CA003020702,1908,06,29,38.0,0.0
1908-06-30,CA003020702,1908,06,30,0.0,0.0
1908-07-01,CA003020702,1908,07,1,0.0,0.0
1908-07-02,CA003020702,1908,07,2,0.0,0.0
1908-07-03,CA003020702,1908,07,3,0.0,0.0
1908-07-04,CA003020702,1908,07,4,0.0,0.0
1908-07-05,CA003020702,1908,07,5,0.0,0.0
1908-07-06,CA003020702,1908,07,6,0.0,0.0
1908-07-07,CA003020702,1908,07,7,0.0,0.0
1908-07-08,CA003020702,1908,07,8,0.0,0.0
1908-07-09,CA003020702,1908,07,9,0.0,0.0
1908-07-10,CA003020702,1908,07,10,0.0,0.0
1908-07-11,CA003020702,1908,07,11,0.0,0.0
1908-07-12,CA003020702,1908,07,12,0.0,0.0
1908-07-13,CA003020702,1908,07,13,152.0,0.0
1908-07-14,CA003020702,1908,07,14,64.0,0.0
1908-07-15,CA003020702,1908,07,15,38.0,0.0
1908-07-16,CA003020702,1908,07,16,0.0,0.0
1908-07-17,CA003020702,1908,07,17,0.0,0.0
1908-07-18,CA003020702,1908,07,18,0.0,0.0
1908-07-19,CA003020702,1908,07,19,0.0,0.0
1908-07-20,CA003020702,1908,07,20,0.0,0.0
1908-07-21,CA003020702,1908,07,21,0.0,0.0
1908-07-22,CA003020702,1908,07,22,0.0,0.0
1908-07-23,CA003020702,1908,07,23,0.0,0.0
1908-07-24,CA003020702,1908,07,24,0.0,0.0
1908-07-25,CA003020702,1908,07,25,188.0,0.0
1908-07-26,CA003020702,1908,07,26,0.0,0.0
1908-07-27,CA003020702,1908,07,27,0.0,0.0
1908-07-28,CA003020702,1908,07,28,333.0,0.0
1908-07-29,CA003020702,1908,07,29,0.0,0.0
1908-07-30,CA003020702,1908,07,30,0.0,0.0
1908-07-31,CA003020702,1908,07,31,0.0,0.0
1908-08-01,CA003020702,1908,08,1,28.0,0.0
1908-08-02,CA003020702,1908,08,2,0.0,0.0
1908-08-03,CA003020702,1908,08,3,0.0,0.0
1908-08-04,CA003020702,1908,08,4,0.0,0.0
1908-08-05,CA003020702,1908,08,5,13.0,0.0
1908-08-06,CA003020702,1908,08,6,51.0,0.0
1908-08-07,CA003020702,1908,08,7,0.0,0.0
1908-08-08,CA003020702,1908,08,8,0.0,0.0
1908-08-09,CA003020702,1908,08,9,0.0,0.0
1908-08-10,CA003020702,1908,08,10,0.0,0.0
1908-08-11,CA003020702,1908,08,11,23.0,0.0
1908-08-12,CA003020702,1908,08,12,0.0,0.0
1908-08-13,CA003020702,1908,08,13,0.0,0.0
1908-08-14,CA003020702,1908,08,14,0.0,0.0
1908-08-15,CA003020702,1908,08,15,0.0,0.0
1908-08-16,CA003020702,1908,08,16,0.0,0.0
1908-08-17,CA003020702,1908,08,17,0.0,0.0
1908-08-18,CA003020702,1908,08,18,0.0,0.0
1908-08-19,CA003020702,1908,08,19,0.0,0.0
1908-08-20,CA003020702,1908,08,20,0.0,0.0
1908-08-21,CA003020702,1908,08,21,0.0,0.0
1908-08-22,CA003020702,1908,08,22,0.0,0.0
1908-08-23,CA003020702,1908,08,23,0.0,0.0
1908-08-24,CA003020702,1908,08,24,0.0,0.0
1908-08-25,CA003020702,1908,08,25,0.0,0.0
1908-08-26,CA003020702,1908,08,26,74.0,0.0
1908-08-27,CA003020702,1908,08,27,0.0,0.0
1908-08-28,CA003020702,1908,08,28,0.0,0.0
1908-08-29,CA003020702,1908,08,29,0.0,0.0
1908-08-30,CA003020702,1908,08,30,104.0,0.0
1908-08-31,CA003020702,1908,08,31,0.0,0.0
1908-09-01,CA003020702,1908,09,1,0.0,0.0
1908-09-02,CA003020702,1908,09,2,0.0,0.0
1908-09-03,CA003020702,1908,09,3,0.0,0.0
1908-09-04,CA003020702,1908,09,4,0.0,0.0
1908-09-05,CA003020702,1908,09,5,0.0,0.0
1908-09-06,CA003020702,1908,09,6,0.0,0.0
1908-09-07,CA003020702,1908,09,7,89.0,0.0
1908-09-08,CA003020702,1908,09,8,0.0,0.0
1908-09-09,CA003020702,1908,09,9,0.0,0.0
1908-09-10,CA003020702,1908,09,10,0.0,0.0
1908-09-11,CA003020702,1908,09,11,0.0,0.0
1908-09-12,CA003020702,1908,09,12,0.0,0.0
1908-09-13,CA003020702,1908,09,13,0.0,0.0
1908-09-14,CA003020702,1908,09,14,0.0,0.0
1908-09-15,CA003020702,1908,09,15,0.0,0.0
1908-09-16,CA003020702,1908,09,16,0.0,0.0
1908-09-17,CA003020702,1908,09,17,0.0,0.0
1908-09-18,CA003020702,1908,09,18,0.0,0.0
1908-09-19,CA003020702,1908,09,19,0.0,0.0
1908-09-20,CA003020702,1908,09,20,0.0,0.0
1908-09-21,CA003020702,1908,09,21,0.0,0.0
1908-09-22,CA003020702,1908,09,22,0.0,0.0
1908-09-23,CA003020702,1908,09,23,0.0,0.0
1908-09-24,CA003020702,1908,09,24,0.0,0.0
1908-09-25,CA003020702,1908,09,25,0.0,0.0
1908-09-26,CA003020702,1908,09,26,0.0,0.0
1908-09-27,CA003020702,1908,09,27,0.0,0.0
1908-09-28,CA003020702,1908,09,28,0.0,0.0
1908-09-29,CA003020702,1908,09,29,0.0,0.0
1908-09-30,CA003020702,1908,09,30,0.0,0.0
1908-10-01,CA003020702,1908,10,1,0.0,0.0
1908-10-02,CA003020702,1908,10,2,91.0,0.0
1908-10-03,CA003020702,1908,10,3,0.0,0.0
1908-10-04,CA003020702,1908,10,4,0.0,0.0
1908-10-05,CA003020702,1908,10,5,0.0,0.0
1908-10-06,CA003020702,1908,10,6,0.0,0.0
1908-10-07,CA003020702,1908,10,7,0.0,0.0
1908-10-08,CA003020702,1908,10,8,0.0,0.0
1908-10-09,CA003020702,1908,10,9,0.0,0.0
1908-10-10,CA003020702,1908,10,10,0.0,0.0
1908-10-11,CA003020702,1908,10,11,0.0,0.0
1908-10-12,CA003020702,1908,10,12,0.0,0.0
1908-10-13,CA003020702,1908,10,13,0.0,0.0
1908-10-14,CA003020702,1908,10,14,0.0,0.0
1908-10-15,CA003020702,1908,10,15,0.0,0.0
1908-10-16,CA003020702,1908,10,16,0.0,0.0
1908-10-17,CA003020702,1908,10,17,0.0,0.0
1908-10-18,CA003020702,1908,10,18,38.0,0.0
1908-10-19,CA003020702,1908,10,19,102.0,0.0
1908-10-20,CA003020702,1908,10,20,64.0,0.0
1908-10-21,CA003020702,1908,10,21,137.0,137.0
1908-10-22,CA003020702,1908,10,22,0.0,0.0
1908-10-23,CA003020702,1908,10,23,0.0,0.0
1908-10-24,CA003020702,1908,10,24,0.0,0.0
1908-10-25,CA003020702,1908,10,25,0.0,0.0
1908-10-26,CA003020702,1908,10,26,0.0,0.0
1908-10-27,CA003020702,1908,10,27,0.0,0.0
1908-10-28,CA003020702,1908,10,28,0.0,0.0
1908-10-29,CA003020702,1908,10,29,0.0,0.0
1908-10-30,CA003020702,1908,10,30,0.0,0.0
1908-10-31,CA003020702,1908,10,31,0.0,0.0
1908-11-01,CA003020702,1908,11,1,0.0,0.0
1908-11-02,CA003020702,1908,11,2,0.0,0.0
1908-11-03,CA003020702,1908,11,3,0.0,0.0
1908-11-04,CA003020702,1908,11,4,0.0,0.0
1908-11-05,CA003020702,1908,11,5,0.0,0.0
1908-11-06,CA003020702,1908,11,6,0.0,0.0
1908-11-07,CA003020702,1908,11,7,0.0,0.0
1908-11-08,CA003020702,1908,11,8,0.0,0.0
1908-11-09,CA003020702,1908,11,9,0.0,0.0
1908-11-10,CA003020702,1908,11,10,0.0,0.0
1908-11-11,CA003020702,1908,11,11,0.0,0.0
1908-11-12,CA003020702,1908,11,12,0.0,0.0
1908-11-13,CA003020702,1908,11,13,0.0,0.0
1908-11-14,CA003020702,1908,11,14,0.0,0.0
1908-11-15,CA003020702,1908,11,15,0.0,0.0
1908-11-16,CA003020702,1908,11,16,0.0,0.0
1908-11-17,CA003020702,1908,11,17,0.0,0.0
1908-11-18,CA003020702,1908,11,18,0.0,0.0
1908-11-19,CA003020702,1908,11,19,0.0,0.0
1908-11-20,CA003020702,1908,11,20,0.0,0.0
1908-11-21,CA003020702,1908,11,21,0.0,0.0
1908-11-22,CA003020702,1908,11,22,0.0,0.0
1908-11-23,CA003020702,1908,11,23,0.0,0.0
1908-11-24,CA003020702,1908,11,24,0.0,0.0
1908-11-25,CA003020702,1908,11,25,0.0,0.0
1908-11-26,CA003020702,1908,11,26,0.0,0.0
1908-11-27,CA003020702,1908,11,27,0.0,0.0
1908-11-28,CA003020702,1908,11,28,0.0,0.0
1908-11-29,CA003020702,1908,11,29,0.0,0.0
1908-11-30,CA003020702,1908,11,30,114.0,114.0
1908-12-01,CA003020702,1908,12,1,0.0,0.0
1908-12-02,CA003020702,1908,12,2,0.0,0.0
1908-12-03,CA003020702,1908,12,3,0.0,0.0
1908-12-04,CA003020702,1908,12,4,0.0,0.0
1908-12-05,CA003020702,1908,12,5,0.0,0.0
1908-12-06,CA003020702,1908,12,6,0.0,0.0
1908-12-07,CA003020702,1908,12,7,0.0,0.0
1908-12-08,CA003020702,1908,12,8,0.0,0.0
1908-12-09,CA003020702,1908,12,9,0.0,0.0
1908-12-10,CA003020702,1908,12,10,0.0,0.0
1908-12-11,CA003020702,1908,12,11,0.0,0.0
1908-12-12,CA003020702,1908,12,12,0.0,0.0
1908-12-13,CA003020702,1908,12,13,0.0,0.0
1908-12-14,CA003020702,1908,12,14,0.0,0.0
1908-12-15,CA003020702,1908,12,15,0.0,0.0
1908-12-16,CA003020702,1908,12,16,0.0,0.0
1908-12-17,CA003020702,1908,12,17,0.0,0.0
1908-12-18,CA003020702,1908,12,18,0.0,0.0
1908-12-19,CA003020702,1908,12,19,0.0,0.0
1908-12-20,CA003020702,1908,12,20,0.0,0.0
1908-12-21,CA003020702,1908,12,21,0.0,0.0
1908-12-22,CA003020702,1908,12,22,0.0,0.0
1908-12-23,CA003020702,1908,12,23,0.0,0.0
1908-12-24,CA003020702,1908,12,24,0.0,0.0
1908-12-25,CA003020702,1908,12,25,0.0,0.0
1908-12-26,CA003020702,1908,12,26,0.0,0.0
1908-12-27,CA003020702,1908,12,27,0.0,0.0
1908-12-28,CA003020702,1908,12,28,0.0,0.0
1908-12-29,CA003020702,1908,12,29,114.0,114.0
1908-12-30,CA003020702,1908,12,30,0.0,0.0
1908-12-31,CA003020702,1908,12,31,0.0,0.0
1909-01-01,CA003020702,1909,01,1,0.0,0.0
1909-01-02,CA003020702,1909,01,2,0.0,0.0
1909-01-03,CA003020702,1909,01,3,51.0,51.0
1909-01-04,CA003020702,1909,01,4,0.0,0.0
1909-01-05,CA003020702,1909,01,5,0.0,0.0
1909-01-06,CA003020702,1909,01,6,0.0,0.0
1909-01-07,CA003020702,1909,01,7,0.0,0.0
1909-01-08,CA003020702,1909,01,8,0.0,0.0
1909-01-09,CA003020702,1909,01,9,0.0,0.0
1909-01-10,CA003020702,1909,01,10,0.0,0.0
1909-01-11,CA003020702,1909,01,11,0.0,0.0
1909-01-12,CA003020702,1909,01,12,0.0,0.0
1909-01-13,CA003020702,1909,01,13,0.0,0.0
1909-01-14,CA003020702,1909,01,14,0.0,0.0
1909-01-15,CA003020702,1909,01,15,0.0,0.0
1909-01-16,CA003020702,1909,01,16,0.0,0.0
1909-01-17,CA003020702,1909,01,17,0.0,0.0
1909-01-18,CA003020702,1909,01,18,0.0,0.0
1909-01-19,CA003020702,1909,01,19,0.0,0.0
1909-01-20,CA003020702,1909,01,20,0.0,0.0
1909-01-21,CA003020702,1909,01,21,43.0,43.0
1909-01-22,CA003020702,1909,01,22,84.0,84.0
1909-01-23,CA003020702,1909,01,23,0.0,0.0
1909-01-24,CA003020702,1909,01,24,0.0,0.0
1909-01-25,CA003020702,1909,01,25,0.0,0.0
1909-01-26,CA003020702,1909,01,26,0.0,0.0
1909-01-27,CA003020702,1909,01,27,0.0,0.0
1909-01-28,CA003020702,1909,01,28,0.0,0.0
1909-01-29,CA003020702,1909,01,29,0.0,0.0
1909-01-30,CA003020702,1909,01,30,0.0,0.0
1909-01-31,CA003020702,1909,01,31,0.0,0.0
1909-02-01,CA003020702,1909,02,1,0.0,0.0
1909-02-02,CA003020702,1909,02,2,0.0,0.0
1909-02-03,CA003020702,1909,02,3,0.0,0.0
1909-02-04,CA003020702,1909,02,4,0.0,0.0
1909-02-05,CA003020702,1909,02,5,36.0,36.0
1909-02-06,CA003020702,1909,02,6,18.0,18.0
1909-02-07,CA003020702,1909,02,7,0.0,0.0
1909-02-08,CA003020702,1909,02,8,0.0,0.0
1909-02-09,CA003020702,1909,02,9,0.0,0.0
1909-02-10,CA003020702,1909,02,10,46.0,46.0
1909-02-11,CA003020702,1909,02,11,0.0,0.0
1909-02-12,CA003020702,1909,02,12,0.0,0.0
1909-02-13,CA003020702,1909,02,13,0.0,0.0
1909-02-14,CA003020702,1909,02,14,0.0,0.0
1909-02-15,CA003020702,1909,02,15,0.0,0.0
1909-02-16,CA003020702,1909,02,16,0.0,0.0
1909-02-17,CA003020702,1909,02,17,33.0,33.0
1909-02-18,CA003020702,1909,02,18,0.0,0.0
1909-02-19,CA003020702,1909,02,19,0.0,0.0
1909-02-20,CA003020702,1909,02,20,0.0,0.0
1909-02-21,CA003020702,1909,02,21,0.0,0.0
1909-02-22,CA003020702,1909,02,22,0.0,0.0
1909-02-23,CA003020702,1909,02,23,0.0,0.0
1909-02-24,CA003020702,1909,02,24,0.0,0.0
1909-02-25,CA003020702,1909,02,25,25.0,25.0
1909-02-26,CA003020702,1909,02,26,0.0,0.0
1909-02-27,CA003020702,1909,02,27,0.0,0.0
1909-02-28,CA003020702,1909,02,28,0.0,0.0
1909-03-01,CA003020702,1909,03,1,0.0,0.0
1909-03-02,CA003020702,1909,03,2,0.0,0.0
1909-03-03,CA003020702,1909,03,3,0.0,0.0
1909-03-04,CA003020702,1909,03,4,0.0,0.0
1909-03-05,CA003020702,1909,03,5,0.0,0.0
1909-03-06,CA003020702,1909,03,6,0.0,0.0
1909-03-07,CA003020702,1909,03,7,0.0,0.0
1909-03-08,CA003020702,1909,03,8,0.0,0.0
1909-03-09,CA003020702,1909,03,9,0.0,0.0
1909-03-10,CA003020702,1909,03,10,0.0,0.0
1909-03-11,CA003020702,1909,03,11,0.0,0.0
1909-03-12,CA003020702,1909,03,12,38.0,38.0
1909-03-13,CA003020702,1909,03,13,0.0,0.0
1909-03-14,CA003020702,1909,03,14,15.0,15.0
1909-03-15,CA003020702,1909,03,15,0.0,0.0
1909-03-16,CA003020702,1909,03,16,0.0,0.0
1909-03-17,CA003020702,1909,03,17,0.0,0.0
1909-03-18,CA003020702,1909,03,18,0.0,0.0
1909-03-19,CA003020702,1909,03,19,0.0,0.0
1909-03-20,CA003020702,1909,03,20,0.0,0.0
1909-03-21,CA003020702,1909,03,21,0.0,0.0
1909-03-22,CA003020702,1909,03,22,0.0,0.0
1909-03-23,CA003020702,1909,03,23,0.0,0.0
1909-03-24,CA003020702,1909,03,24,0.0,0.0
1909-03-25,CA003020702,1909,03,25,0.0,0.0
1909-03-26,CA003020702,1909,03,26,0.0,0.0
1909-03-27,CA003020702,1909,03,27,0.0,0.0
1909-03-28,CA003020702,1909,03,28,0.0,0.0
1909-03-29,CA003020702,1909,03,29,0.0,0.0
1909-03-30,CA003020702,1909,03,30,0.0,0.0
1909-03-31,CA003020702,1909,03,31,0.0,0.0
1909-04-01,CA003020702,1909,04,1,0.0,0.0
1909-04-02,CA003020702,1909,04,2,0.0,0.0
1909-04-03,CA003020702,1909,04,3,0.0,0.0
1909-04-04,CA003020702,1909,04,4,0.0,0.0
1909-04-05,CA003020702,1909,04,5,0.0,0.0
1909-04-06,CA003020702,1909,04,6,0.0,0.0
1909-04-07,CA003020702,1909,04,7,0.0,0.0
1909-04-08,CA003020702,1909,04,8,0.0,0.0
1909-04-09,CA003020702,1909,04,9,0.0,0.0
1909-04-10,CA003020702,1909,04,10,0.0,0.0
1909-04-11,CA003020702,1909,04,11,58.0,58.0
1909-04-12,CA003020702,1909,04,12,30.0,30.0
1909-04-13,CA003020702,1909,04,13,0.0,0.0
1909-04-14,CA003020702,1909,04,14,0.0,0.0
1909-04-15,CA003020702,1909,04,15,0.0,0.0
1909-04-16,CA003020702,1909,04,16,0.0,0.0
1909-04-17,CA003020702,1909,04,17,0.0,0.0
1909-04-18,CA003020702,1909,04,18,0.0,0.0
1909-04-19,CA003020702,1909,04,19,0.0,0.0
1909-04-20,CA003020702,1909,04,20,0.0,0.0
1909-04-21,CA003020702,1909,04,21,0.0,0.0
1909-04-22,CA003020702,1909,04,22,0.0,0.0
1909-04-23,CA003020702,1909,04,23,0.0,0.0
1909-04-24,CA003020702,1909,04,24,0.0,0.0
1909-04-25,CA003020702,1909,04,25,0.0,0.0
1909-04-26,CA003020702,1909,04,26,25.0,25.0
1909-04-27,CA003020702,1909,04,27,0.0,0.0
1909-04-28,CA003020702,1909,04,28,107.0,107.0
1909-04-29,CA003020702,1909,04,29,0.0,0.0
1909-04-30,CA003020702,1909,04,30,0.0,0.0
1909-05-01,CA003020702,1909,05,1,0.0,0.0
1909-05-02,CA003020702,1909,05,2,0.0,0.0
1909-05-03,CA003020702,1909,05,3,0.0,0.0
1909-05-04,CA003020702,1909,05,4,0.0,0.0
1909-05-05,CA003020702,1909,05,5,0.0,0.0
1909-05-06,CA003020702,1909,05,6,0.0,0.0
1909-05-07,CA003020702,1909,05,7,0.0,0.0
1909-05-08,CA003020702,1909,05,8,0.0,0.0
1909-05-09,CA003020702,1909,05,9,0.0,0.0
1909-05-10,CA003020702,1909,05,10,0.0,0.0
1909-05-11,CA003020702,1909,05,11,0.0,0.0
1909-05-12,CA003020702,1909,05,12,0.0,0.0
1909-05-13,CA003020702,1909,05,13,0.0,0.0
1909-05-14,CA003020702,1909,05,14,0.0,0.0
1909-05-15,CA003020702,1909,05,15,0.0,0.0
1909-05-16,CA003020702,1909,05,16,0.0,0.0
1909-05-17,CA003020702,1909,05,17,51.0,0.0
1909-05-18,CA003020702,1909,05,18,0.0,0.0
1909-05-19,CA003020702,1909,05,19,0.0,0.0
1909-05-20,CA003020702,1909,05,20,0.0,0.0
1909-05-21,CA003020702,1909,05,21,76.0,0.0
1909-05-22,CA003020702,1909,05,22,0.0,0.0
1909-05-23,CA003020702,1909,05,23,97.0,0.0
1909-05-24,CA003020702,1909,05,24,0.0,0.0
1909-05-25,CA003020702,1909,05,25,0.0,0.0
1909-05-26,CA003020702,1909,05,26,0.0,0.0
1909-05-27,CA003020702,1909,05,27,0.0,0.0
1909-05-28,CA003020702,1909,05,28,0.0,0.0
1909-05-29,CA003020702,1909,05,29,0.0,0.0
1909-05-30,CA003020702,1909,05,30,0.0,0.0
1909-05-31,CA003020702,1909,05,31,0.0,0.0
1909-06-01,CA003020702,1909,06,1,0.0,0.0
1909-06-02,CA003020702,1909,06,2,0.0,0.0
1909-06-03,CA003020702,1909,06,3,0.0,0.0
1909-06-04,CA003020702,1909,06,4,0.0,0.0
1909-06-05,CA003020702,1909,06,5,284.0,0.0
1909-06-06,CA003020702,1909,06,6,0.0,0.0
1909-06-07,CA003020702,1909,06,7,0.0,0.0
1909-06-08,CA003020702,1909,06,8,0.0,0.0
1909-06-09,CA003020702,1909,06,9,0.0,0.0
1909-06-10,CA003020702,1909,06,10,0.0,0.0
1909-06-11,CA003020702,1909,06,11,0.0,0.0
1909-06-12,CA003020702,1909,06,12,0.0,0.0
1909-06-13,CA003020702,1909,06,13,25.0,0.0
1909-06-14,CA003020702,1909,06,14,0.0,0.0
1909-06-15,CA003020702,1909,06,15,0.0,0.0
1909-06-16,CA003020702,1909,06,16,0.0,0.0
1909-06-17,CA003020702,1909,06,17,0.0,0.0
1909-06-18,CA003020702,1909,06,18,38.0,0.0
1909-06-19,CA003020702,1909,06,19,33.0,0.0
1909-06-20,CA003020702,1909,06,20,0.0,0.0
1909-06-21,CA003020702,1909,06,21,0.0,0.0
1909-06-22,CA003020702,1909,06,22,0.0,0.0
1909-06-23,CA003020702,1909,06,23,0.0,0.0
1909-06-24,CA003020702,1909,06,24,0.0,0.0
1909-06-25,CA003020702,1909,06,25,0.0,0.0
1909-06-26,CA003020702,1909,06,26,0.0,0.0
1909-06-27,CA003020702,1909,06,27,0.0,0.0
1909-06-28,CA003020702,1909,06,28,0.0,0.0
1909-06-29,CA003020702,1909,06,29,0.0,0.0
1909-06-30,CA003020702,1909,06,30,0.0,0.0
1909-07-01,CA003020702,1909,07,1,0.0,0.0
1909-07-02,CA003020702,1909,07,2,0.0,0.0
1909-07-03,CA003020702,1909,07,3,0.0,0.0
1909-07-04,CA003020702,1909,07,4,0.0,0.0
1909-07-05,CA003020702,1909,07,5,0.0,0.0
1909-07-06,CA003020702,1909,07,6,267.0,0.0
1909-07-07,CA003020702,1909,07,7,0.0,0.0
1909-07-08,CA003020702,1909,07,8,0.0,0.0
1909-07-09,CA003020702,1909,07,9,0.0,0.0
1909-07-10,CA003020702,1909,07,10,43.0,0.0
1909-07-11,CA003020702,1909,07,11,117.0,0.0
1909-07-12,CA003020702,1909,07,12,0.0,0.0
1909-07-13,CA003020702,1909,07,13,0.0,0.0
1909-07-14,CA003020702,1909,07,14,0.0,0.0
1909-07-15,CA003020702,1909,07,15,0.0,0.0
1909-07-16,CA003020702,1909,07,16,109.0,0.0
1909-07-17,CA003020702,1909,07,17,0.0,0.0
1909-07-18,CA003020702,1909,07,18,0.0,0.0
1909-07-19,CA003020702,1909,07,19,0.0,0.0
1909-07-20,CA003020702,1909,07,20,0.0,0.0
1909-07-21,CA003020702,1909,07,21,0.0,0.0
1909-07-22,CA003020702,1909,07,22,0.0,0.0
1909-07-23,CA003020702,1909,07,23,0.0,0.0
1909-07-24,CA003020702,1909,07,24,147.0,0.0
1909-07-25,CA003020702,1909,07,25,0.0,0.0
1909-07-26,CA003020702,1909,07,26,117.0,0.0
1909-07-27,CA003020702,1909,07,27,0.0,0.0
1909-07-28,CA003020702,1909,07,28,0.0,0.0
1909-07-29,CA003020702,1909,07,29,0.0,0.0
1909-07-30,CA003020702,1909,07,30,0.0,0.0
1909-07-31,CA003020702,1909,07,31,0.0,0.0
1909-08-01,CA003020702,1909,08,1,58.0,0.0
1909-08-02,CA003020702,1909,08,2,0.0,0.0
1909-08-03,CA003020702,1909,08,3,0.0,0.0
1909-08-04,CA003020702,1909,08,4,48.0,0.0
1909-08-05,CA003020702,1909,08,5,0.0,0.0
1909-08-06,CA003020702,1909,08,6,0.0,0.0
1909-08-07,CA003020702,1909,08,7,0.0,0.0
1909-08-08,CA003020702,1909,08,8,0.0,0.0
1909-08-09,CA003020702,1909,08,9,0.0,0.0
1909-08-10,CA003020702,1909,08,10,51.0,0.0
1909-08-11,CA003020702,1909,08,11,0.0,0.0
1909-08-12,CA003020702,1909,08,12,0.0,0.0
1909-08-13,CA003020702,1909,08,13,0.0,0.0
1909-08-14,CA003020702,1909,08,14,0.0,0.0
1909-08-15,CA003020702,1909,08,15,0.0,0.0
1909-08-16,CA003020702,1909,08,16,0.0,0.0
1909-08-17,CA003020702,1909,08,17,0.0,0.0
1909-08-18,CA003020702,1909,08,18,0.0,0.0
1909-08-19,CA003020702,1909,08,19,0.0,0.0
1909-08-20,CA003020702,1909,08,20,0.0,0.0
1909-08-21,CA003020702,1909,08,21,0.0,0.0
1909-08-22,CA003020702,1909,08,22,0.0,0.0
1909-08-23,CA003020702,1909,08,23,0.0,0.0
1909-08-24,CA003020702,1909,08,24,0.0,0.0
1909-08-25,CA003020702,1909,08,25,0.0,0.0
1909-08-26,CA003020702,1909,08,26,0.0,0.0
1909-08-27,CA003020702,1909,08,27,28.0,0.0
1909-08-28,CA003020702,1909,08,28,0.0,0.0
1909-08-29,CA003020702,1909,08,29,0.0,0.0
1909-08-30,CA003020702,1909,08,30,0.0,0.0
1909-08-31,CA003020702,1909,08,31,0.0,0.0
1909-09-01,CA003020702,1909,09,1,0.0,0.0
1909-09-02,CA003020702,1909,09,2,0.0,0.0
1909-09-03,CA003020702,1909,09,3,0.0,0.0
1909-09-04,CA003020702,1909,09,4,0.0,0.0
1909-09-05,CA003020702,1909,09,5,0.0,0.0
1909-09-06,CA003020702,1909,09,6,0.0,0.0
1909-09-07,CA003020702,1909,09,7,0.0,0.0
1909-09-08,CA003020702,1909,09,8,0.0,0.0
1909-09-09,CA003020702,1909,09,9,0.0,0.0
1909-09-10,CA003020702,1909,09,10,0.0,0.0
1909-09-11,CA003020702,1909,09,11,0.0,0.0
1909-09-12,CA003020702,1909,09,12,0.0,0.0
1909-09-13,CA003020702,1909,09,13,0.0,0.0
1909-09-14,CA003020702,1909,09,14,0.0,0.0
1909-09-15,CA003020702,1909,09,15,0.0,0.0
1909-09-16,CA003020702,1909,09,16,0.0,0.0
1909-09-17,CA003020702,1909,09,17,0.0,0.0
1909-09-18,CA003020702,1909,09,18,0.0,0.0
1909-09-19,CA003020702,1909,09,19,0.0,0.0
1909-09-20,CA003020702,1909,09,20,0.0,0.0
1909-09-21,CA003020702,1909,09,21,0.0,0.0
